customer_id,name,age_range,marital_status,family_size,no_of_children,income_bracket,gender,mean_discount_used_by_cust,unique_items_bought_by_cust,mean_selling_price_paid_by_cust,mean_quantity_bought_by_cust,total_discount_used_by_cust,total_coupons_used_by_cust,total_price_paid_by_cust,total_quantity_bought_by_cust
762,Vickie Lang,46-55,Single,1,0,4,F,-0.09,614,66.13,1.0,-89.05,4,66458.97,1008
763,Patrick Kelley,26-35,Married,2,0,4,M,-0.31,543,88.74,1.06,-224.4,8,64604.76,775
764,Lindsay Carrillo,18-25,Single,2,1,1,F,0.0,263,118.98,1.0,0.0,0,50092.04,421
765,Tracy Heath,46-55,Married,2,0,5,F,-0.42,628,98.05,1.0,-501.88,11,116489.21,1190
766,Stephen Scott,36-45,Married,2,0,9,M,-2.09,670,114.96,1.04,-2191.29,77,120588.07,1096
767,Linda Fisher,26-35,Married,3,1,6,F,-0.37,630,110.97,1.02,-429.27,18,129505.2,1188
768,Lori Smith,36-45,Married,5,3,5,F,-0.51,315,106.85,1.0,-195.91,4,41031.18,384
769,Brandi Castro,46-55,Married,2,0,5,F,-0.12,924,96.91,1.0,-192.35,9,149632.39,1544
770,Steven Fitzgerald,36-45,Single,1,0,4,M,-1.15,139,84.09,1.0,-246.37,11,17994.69,214
771,Donald Howell,36-45,Single,1,0,2,M,-0.14,342,150.63,1.11,-122.44,5,131200.37,964
772,Cindy Chavez,26-35,Single,1,0,4,F,-0.3,895,96.4,1.0,-415.69,9,135242.3,1403
773,Christopher Drake,36-45,Single,1,0,5,M,-0.17,358,87.14,1.03,-80.14,2,41739.81,491
774,Richard Moore,46-55,Married,4,2,4,M,-1.02,466,93.9,1.06,-675.81,35,62348.58,702
775,Christine Moore,18-25,Married,3,1,2,F,0.0,138,89.25,1.0,0.0,0,14904.12,167
776,Angelica Perez,46-55,Single,1,0,2,F,-0.65,751,101.45,1.0,-805.74,26,125901.73,1241
777,Patricia Brown,56-70,Married,2,0,2,F,-0.13,226,104.75,1.0,-35.62,2,29645.39,283
778,Julie Nelson,46-55,Single,1,0,4,F,-0.03,453,70.9,1.0,-17.81,1,48427.54,683
779,Alicia Walton,26-35,Single,3,2,4,F,-0.15,792,89.24,1.0,-177.2,8,107708.81,1207
780,Edward Carlson,26-35,Single,1,0,7,M,-0.16,595,112.41,1.02,-139.8,4,96110.04,869
781,Leslie Mcclain,46-55,Single,1,0,7,F,-2.3,963,131.12,1.09,-4447.69,34,253071.12,2102
782,Alex Ball,56-70,Married,2,0,9,M,-0.26,1228,114.54,1.1,-604.91,32,261714.49,2515
783,Jason Lucas,46-55,Married,2,0,6,M,-0.27,311,83.01,1.07,-118.7,3,36359.97,470
784,Mitchell Williams,46-55,Single,2,1,4,M,-0.09,705,120.89,1.0,-92.61,4,118476.56,980
785,Hannah Weiss,36-45,Married,3,1,5,F,0.0,494,89.77,1.0,0.0,0,93813.25,1045
786,Allison Buckley,26-35,Single,2,1,8,F,-0.18,147,111.46,1.0,-35.62,2,22402.46,201
787,Nicole Burton,46-55,Married,4,2,1,F,-1.13,669,93.04,1.0,-1312.56,63,107738.87,1158
788,Timothy Hodges Jr.,36-45,Single,1,0,3,M,0.0,313,98.38,1.0,0.0,0,47812.52,486
789,James Pena,46-55,Married,2,0,1,M,-0.12,615,122.73,1.04,-147.28,2,156726.52,1324
790,Cathy Krueger,46-55,Married,2,0,5,F,-0.13,460,98.12,1.03,-90.83,2,67702.06,711
791,Danielle Ramos,46-55,Single,1,0,6,F,-0.12,535,122.15,1.03,-97.95,3,98330.51,833
792,Jennifer Silva,36-45,Married,2,0,4,F,-0.31,560,92.03,1.0,-398.23,6,116423.28,1270
793,George Holder,46-55,Single,2,1,5,M,-0.45,869,118.12,1.02,-771.88,25,203161.94,1758
794,Justin Dean,46-55,Single,1,0,5,M,0.0,66,125.97,1.02,0.0,0,11085.63,90
795,Samantha Carter,46-55,Single,2,1,5,F,-0.22,429,110.61,1.04,-178.1,5,90919.14,852
796,Thomas Wilson,46-55,Married,3,1,5,M,0.0,199,105.37,1.02,0.0,0,24868.24,241
797,Victor Watson,46-55,Single,1,0,6,M,-0.13,288,110.31,1.01,-82.37,4,69051.57,633
798,Joseph Rodriguez,46-55,Single,1,0,8,M,0.0,108,89.43,1.0,0.0,0,20925.79,234
799,Daniel Moreno,70+,Single,1,0,5,M,0.0,892,112.95,1.0,0.0,0,226583.11,2009
800,Jeremiah Holland,46-55,Married,2,0,3,M,-0.07,504,83.58,1.02,-65.89,3,80736.72,982
801,Taylor Hernandez,26-35,Single,1,0,2,M,-0.24,672,122.33,1.0,-255.04,6,129787.75,1061
802,Michael Davis,46-55,Single,1,0,2,M,-1.78,776,132.78,1.02,-1908.34,26,142212.22,1097
803,Joy Chambers,18-25,Married,3,1,4,F,-1.43,266,93.23,1.0,-530.06,17,34493.43,370
804,Austin Anderson,26-35,Married,3,1,2,M,0.0,180,108.61,1.0,0.0,0,23568.7,217
805,Stephanie Johnson,46-55,Married,2,0,1,F,-0.03,499,84.52,1.0,-17.81,1,53753.48,636
806,Tony Torres,46-55,Single,1,0,2,M,0.0,312,123.75,1.0,0.0,0,47519.57,384
807,Jonathan Morris,46-55,Married,2,0,7,M,0.0,472,89.92,1.0,0.0,0,76071.37,846
808,Brent Morgan,70+,Married,2,0,4,M,-0.21,1006,106.18,1.0,-402.51,20,203329.53,1918
809,Valerie Collins,46-55,Single,1,0,2,F,-0.27,782,107.71,1.01,-321.17,8,127525.97,1193
810,Lawrence Higgins,46-55,Single,1,0,5,M,0.0,730,79.89,1.0,0.0,0,104341.63,1309
811,Monica Wilson,56-70,Single,1,0,7,F,-0.04,720,85.68,1.0,-53.42,3,113015.13,1319
812,George Moore,46-55,Single,1,0,6,M,0.0,232,75.14,1.0,0.0,0,27125.63,361
813,Paul Taylor,26-35,Single,3,2,3,M,-0.54,540,77.04,1.01,-661.93,25,94608.88,1236
814,Rebecca Reyes,26-35,Married,5,3,3,F,-0.49,413,80.34,1.0,-384.69,19,62507.54,778
815,Morgan Blackburn,46-55,Married,2,0,3,F,0.0,318,107.31,1.01,0.0,0,39384.08,371
816,John Morris,26-35,Single,1,0,3,M,-0.04,237,68.26,1.0,-17.81,1,33651.44,493
817,Jerome Jones,56-70,Married,2,0,4,M,-0.31,428,90.29,1.0,-238.35,10,68620.59,760
818,Evan West,36-45,Married,5,3,3,M,0.0,72,109.58,1.0,0.0,0,12820.65,117
819,James Smith,46-55,Married,3,1,6,M,0.0,408,55.12,1.0,0.0,0,45748.81,830
820,John Valenzuela,36-45,Married,2,0,8,M,-0.48,687,100.49,1.0,-460.9,20,96469.66,960
821,Melanie Barajas,70+,Married,2,0,3,F,-0.34,219,105.61,1.0,-140.7,6,44355.01,420
822,Mrs. Amy Owens,36-45,Single,1,0,6,F,0.0,190,103.16,1.03,0.0,0,24654.29,246
823,Matthew West,36-45,Married,4,2,2,M,-1.98,876,94.13,1.05,-2711.34,109,128678.87,1431
824,Rose Garcia,46-55,Married,4,2,5,F,-1.13,224,96.22,1.05,-316.66,7,27037.33,296
825,Eric Johnston Jr.,36-45,Married,5,3,6,M,-0.44,350,104.03,1.0,-199.12,2,47435.49,456
826,Ryan Miller Jr.,26-35,Single,1,0,4,M,-0.42,738,117.73,1.09,-402.59,6,111726.39,1032
827,Sylvia Rollins,26-35,Married,2,0,5,F,-0.24,120,95.3,1.0,-39.18,2,15724.61,165
828,Amanda Johnson,18-25,Single,2,1,1,F,-0.05,651,102.33,1.04,-85.49,4,161985.41,1652
829,Jonathan Turner,46-55,Single,1,0,1,M,-0.07,522,81.39,1.0,-47.73,1,56239.26,692
830,Morgan Buck,46-55,Single,1,0,2,F,0.0,195,97.9,1.05,0.0,0,32501.34,349
831,Andrew Mason,70+,Married,2,0,3,M,-1.42,769,110.65,1.04,-1515.45,73,117734.98,1108
832,Kristen Monroe,36-45,Single,1,0,5,F,0.0,1297,132.23,1.15,0.0,0,248591.42,2155
833,Natalie Martinez,56-70,Married,2,0,4,F,-0.27,473,109.55,1.0,-191.45,8,77671.08,709
834,Charles Obrien,36-45,Single,1,0,3,M,-0.25,617,93.14,1.0,-260.02,5,98547.08,1058
835,Helen Le,70+,Married,2,0,5,F,-0.22,510,118.42,1.01,-195.9,7,105159.28,899
836,Benjamin Jones,36-45,Married,4,2,5,M,-1.0,191,104.74,1.0,-213.72,7,22413.41,214
837,Brittney Harris,18-25,Married,2,0,4,F,-0.19,242,70.6,1.0,-89.05,1,32476.96,460
838,Christina Zimmerman,46-55,Single,1,0,5,F,0.0,291,118.1,1.0,0.0,0,43341.81,367
839,Elizabeth Tyler,46-55,Single,1,0,1,F,-0.14,763,97.32,1.05,-170.08,7,116097.68,1254
840,Donald Morrow,70+,Married,2,0,6,M,-0.21,291,112.01,1.04,-79.78,2,43570.55,404
841,Kendra Johnson,36-45,Married,2,0,6,F,0.0,277,99.12,1.0,0.0,0,42523.41,429
842,John Conner,46-55,Married,4,2,8,M,-0.35,848,114.42,1.0,-504.72,13,164764.47,1440
843,James Allen,46-55,Single,1,0,4,M,-0.77,593,95.26,1.0,-866.39,16,107260.66,1126
844,Brittany Velasquez,46-55,Married,4,2,5,F,-0.41,1390,97.2,1.05,-997.72,31,233863.71,2529
845,Mitchell Horton,56-70,Married,2,0,7,M,-4.11,303,132.04,1.0,-1847.19,53,59286.15,449
846,Tracy Armstrong,36-45,Single,2,1,6,F,-0.06,240,115.04,1.0,-17.81,1,34512.94,300
847,Sarah Williams,26-35,Single,2,1,4,F,-0.44,273,136.8,1.04,-151.38,4,47058.62,359
848,Benjamin Fowler,26-35,Single,3,2,1,M,-0.35,554,95.97,1.01,-432.37,10,117663.97,1243
849,Kaitlyn Combs,46-55,Single,1,0,5,F,0.0,385,74.2,1.0,0.0,0,37990.91,514
850,Kyle Willis,46-55,Married,2,0,5,M,-0.38,64,102.92,1.0,-39.18,2,10497.35,102
851,Brian Mitchell,36-45,Married,2,0,6,M,-0.06,526,101.69,1.1,-55.21,2,98641.03,1064
852,Doris Adams,56-70,Married,2,0,6,F,-0.15,676,84.58,1.0,-174.54,4,97355.72,1155
853,Brittany Steele,70+,Single,2,1,2,F,-0.44,352,102.48,1.03,-195.91,6,45708.2,458
854,Karen Hopkins,46-55,Married,5,3,8,F,-0.03,287,97.98,1.0,-19.59,1,55260.91,564
855,Jessica Martinez,56-70,Married,2,0,3,F,-2.02,140,114.3,1.06,-688.2,24,38976.03,360
856,Anne Smith,26-35,Single,2,1,2,F,-0.18,375,110.42,1.0,-106.86,3,66580.55,604
857,Eric Glenn,70+,Single,1,0,7,M,-2.47,374,115.63,1.0,-1162.1,26,54462.72,471
858,Jonathan Wilson,70+,Single,1,0,7,M,0.0,542,85.84,1.0,0.0,0,84900.08,992
859,Daniel Bradley,36-45,Married,3,1,6,M,-0.48,1302,105.54,1.08,-970.35,37,212666.08,2185
860,Thomas Richardson,26-35,Single,1,0,1,M,0.0,238,117.58,1.0,0.0,0,60200.42,512
861,Mr. Craig Bennett,70+,Married,2,0,3,M,-0.06,502,95.16,1.0,-80.14,2,126367.93,1328
862,Kelsey Marsh,46-55,Married,2,0,6,F,0.0,379,114.35,1.0,0.0,0,63809.23,558
863,Sarah Herman,56-70,Married,2,0,4,F,-0.12,656,102.14,1.0,-106.5,1,94068.78,924
864,Joseph Hester,56-70,Single,1,0,5,M,-1.96,1067,103.86,1.13,-3471.48,156,184358.5,1999
865,Regina Thomas,26-35,Single,1,0,7,F,-0.04,597,94.3,1.01,-71.24,2,156728.99,1674
866,Andrew Jackson,36-45,Married,4,2,2,M,-0.09,995,93.82,1.1,-190.56,7,209780.88,2457
867,Michael Johnson,46-55,Married,2,0,5,M,-0.04,378,125.51,1.0,-25.83,3,83837.97,668
868,Sean Mcclain,36-45,Single,1,0,5,M,0.0,150,125.05,1.0,0.0,0,29511.05,236
869,Teresa Nelson,56-70,Married,2,0,4,F,-0.02,589,104.84,1.0,-17.81,1,112181.99,1070
870,Paul Lowe,18-25,Married,2,0,4,M,0.0,189,110.21,1.0,0.0,0,40004.58,363
871,Tammy Hall,36-45,Married,3,1,7,F,-0.58,759,105.69,1.06,-840.32,33,153353.36,1544
872,Dawn Cooper,70+,Married,2,0,7,F,-0.18,262,124.73,1.0,-63.22,2,44029.58,353
873,Joseph Lambert,56-70,Married,4,2,6,M,-0.15,629,95.35,1.0,-123.78,7,78757.29,826
874,Jennifer Hernandez,46-55,Married,2,0,5,F,-0.34,954,106.8,1.11,-481.15,31,149627.4,1559
875,Denise Heath,46-55,Married,2,0,2,F,-0.98,351,93.68,1.04,-532.58,20,50682.96,565
876,Michael Pacheco,36-45,Single,1,0,9,M,-0.28,426,129.11,1.0,-208.37,10,95281.85,738
877,Dr. Kevin Gordon MD,46-55,Married,2,0,5,M,-0.46,374,113.12,1.0,-322.17,11,79185.16,700
878,Jason Mejia,70+,Married,2,0,8,M,-0.72,1058,95.77,1.02,-1202.65,29,160122.06,1699
879,Stephanie Reynolds,46-55,Single,1,0,4,F,-0.65,436,99.57,1.0,-732.52,37,111519.6,1123
880,Sara Campbell,56-70,Single,1,0,2,F,-0.02,326,93.65,1.02,-8.9,1,52071.05,569
881,Thomas Miller,46-55,Single,1,0,5,M,-1.18,293,131.3,1.21,-642.35,15,71429.55,658
882,Randall Green,26-35,Married,3,1,9,M,-0.36,267,133.39,1.01,-108.64,3,39750.28,300
883,Tara Olson,46-55,Single,1,0,3,F,-0.11,443,124.36,1.06,-56.99,2,65167.05,558
884,Kenneth Taylor,26-35,Single,1,0,3,M,0.0,186,92.88,1.0,0.0,0,28234.27,304
885,Lori Lowery,46-55,Single,1,0,3,F,0.0,500,118.05,1.0,0.0,0,101880.84,863
886,Andres Cruz,46-55,Married,3,1,5,M,-0.16,339,102.6,1.0,-124.66,6,81154.34,791
887,Kimberly Garcia,46-55,Single,1,0,5,F,-0.1,264,80.6,1.08,-42.21,2,32400.13,436
888,Laurie Johnson,26-35,Married,3,1,4,F,-0.09,359,128.09,1.01,-42.74,3,60586.7,476
889,Margaret Shah,36-45,Single,1,0,4,F,-1.84,891,93.37,1.01,-3207.64,126,162925.68,1764
890,Emily Powell,26-35,Married,4,2,8,F,-0.25,824,112.7,1.0,-253.61,9,114394.96,1020
891,Brandon Martinez,36-45,Married,2,0,5,M,-0.53,485,96.06,1.11,-538.74,19,96731.56,1115
892,Brenda Gray,46-55,Single,1,0,2,F,-0.09,143,84.5,1.01,-26.71,1,24675.29,295
893,Justin Wu,46-55,Married,5,3,8,M,0.0,94,97.72,1.0,0.0,0,10651.21,109
894,Justin Day,18-25,Single,3,1,5,M,-1.19,546,104.33,1.0,-1161.2,42,101516.53,973
895,Chelsey Campbell,46-55,Married,2,0,12,F,-0.08,312,100.73,1.02,-35.62,1,44322.64,447
896,Cynthia Johnson,56-70,Married,2,0,4,F,-0.59,617,93.43,1.05,-472.49,11,74557.7,841
897,Cindy Suarez,46-55,Single,1,0,4,F,-4.44,97,94.12,1.0,-639.36,32,13553.21,144
898,Robert Murphy,36-45,Married,3,1,4,M,-0.36,1318,107.13,1.11,-1162.08,27,347968.46,3593
899,Laura Reynolds,46-55,Married,3,1,2,F,0.0,273,114.94,1.0,0.0,0,57700.91,502
900,Kerri Williams,56-70,Single,1,0,9,F,-0.02,748,96.29,1.0,-17.81,1,102168.5,1061
901,James Friedman,26-35,Married,3,1,2,M,-1.79,979,89.81,1.0,-2661.66,107,133364.64,1485
902,Alexandra Davis,46-55,Single,1,0,1,F,0.0,282,121.21,1.0,0.0,0,41090.53,339
903,Marcus Scott,46-55,Married,3,1,3,M,-1.1,295,89.66,1.07,-432.78,16,35145.08,421
904,Johnny Murphy,36-45,Married,2,0,9,M,0.0,169,126.9,1.01,0.0,0,46573.42,370
905,Angel Prince,36-45,Married,2,0,1,F,-0.37,535,125.81,1.0,-293.86,5,99892.69,794
906,Wendy White,46-55,Married,3,1,6,F,-2.49,327,103.62,1.01,-1326.95,40,55124.42,539
907,Melissa Williams,46-55,Married,5,3,9,F,-1.89,71,127.91,1.0,-151.38,3,10232.46,80
908,John White,56-70,Married,2,0,3,M,0.0,105,154.14,1.0,0.0,0,31906.65,208
909,Michael Campbell,46-55,Married,5,3,8,M,-3.35,685,110.45,1.09,-3107.09,99,102383.61,1013
910,Denise Nunez,46-55,Married,3,1,3,F,0.0,260,44.91,1.01,0.0,0,32563.23,730
911,Richard Miller,46-55,Married,3,1,8,M,-0.38,2073,117.1,1.0,-1352.4,49,421577.36,3617
912,James Brown,70+,Married,2,0,6,M,-1.11,356,102.56,1.07,-625.89,19,57841.33,604
913,Julie Turner,18-25,Married,2,0,11,F,0.0,347,95.09,1.0,0.0,0,46595.02,490
914,Matthew Lee,26-35,Single,1,0,9,M,-0.83,408,93.8,1.04,-438.29,16,49242.72,546
915,Jenna Hawkins,46-55,Single,1,0,3,F,-0.03,505,113.18,1.0,-17.81,1,80017.64,707
916,Robert Campos,56-70,Single,1,0,4,M,-1.05,439,116.73,1.03,-585.04,23,65019.74,574
917,Erin Sanchez,36-45,Married,2,0,3,F,-0.08,568,84.12,1.08,-71.24,2,79657.15,1026
918,Jeremiah Snyder,26-35,Married,2,0,5,M,-0.21,610,95.39,1.01,-216.93,5,97774.06,1032
919,Sara Romero,36-45,Married,4,2,5,F,-4.4,360,108.19,1.14,-2554.65,13,62752.55,661
920,Kristin Keller,18-25,Single,1,0,12,F,-0.13,414,105.12,1.01,-71.24,2,58759.78,564
921,Sherri Lee,36-45,Married,4,2,5,F,-0.07,211,61.15,1.01,-35.62,1,31918.77,527
922,Rebecca Salazar MD,70+,Married,2,0,6,F,-0.02,524,113.54,1.04,-17.81,1,101727.53,936
923,Sharon Bean,46-55,Single,1,0,4,F,-0.12,255,108.41,1.05,-35.62,1,31981.1,309
924,Tina Williams,36-45,Married,2,0,10,F,-0.02,627,110.45,1.0,-17.81,1,91120.86,825
925,Samantha Tucker,36-45,Single,1,0,5,F,0.0,276,106.91,1.0,0.0,0,46933.63,439
926,Richard Austin,26-35,Single,1,0,5,M,-0.2,709,110.94,1.06,-403.02,16,220207.61,2099
927,Luis Mathis,46-55,Single,2,1,5,M,0.0,560,122.39,1.2,0.0,0,144907.44,1415
928,Heather Rodriguez,46-55,Single,1,0,2,F,-0.4,1041,92.04,1.01,-768.66,22,177089.11,1945
929,Lauren Alexander,18-25,Single,1,0,4,F,-0.14,460,87.81,1.03,-84.58,4,51366.98,600
930,Kaitlyn Castro,18-25,Single,1,0,1,F,-0.06,775,84.57,1.03,-70.52,2,92180.87,1118
931,Mark Davis,18-25,Married,2,0,4,M,-1.26,559,89.63,1.0,-933.83,56,66324.68,740
932,Sarah Blevins,36-45,Single,1,0,5,F,-0.64,232,154.04,1.0,-195.73,6,47291.58,307
933,Amy Nicholson,26-35,Married,2,0,5,F,-1.08,477,94.47,1.01,-715.35,17,62445.4,665
934,Gabrielle Giles,46-55,Single,1,0,6,F,-0.13,1368,95.98,1.04,-390.93,13,300022.11,3253
935,Jason Garcia,26-35,Single,2,1,1,M,-0.11,547,116.61,1.07,-89.05,1,97018.23,888
936,Joseph Moore,70+,Married,2,0,4,M,-0.06,476,111.19,1.0,-60.55,3,114863.9,1033
937,Allison Nixon,70+,Married,2,0,2,F,-0.35,223,91.99,1.0,-89.05,1,23641.03,257
938,Brett Williams,56-70,Married,4,2,7,M,-0.42,157,108.0,1.0,-77.47,3,20087.37,186
939,Raymond Lin,70+,Single,1,0,3,M,0.0,396,80.29,1.0,0.0,0,53716.44,669
940,Pamela Stephens,18-25,Married,3,1,4,F,0.0,363,58.63,1.0,0.0,0,35940.71,613
941,Thomas Sanders,56-70,Married,2,0,2,M,-0.45,224,100.69,1.01,-147.67,6,33127.65,332
942,Christopher Torres,70+,Married,3,1,8,M,-0.03,655,109.57,1.13,-35.62,1,132905.05,1367
943,Robert Ford,46-55,Married,2,0,5,M,-0.14,419,107.26,1.0,-81.92,3,61569.54,574
944,Laura Bates,46-55,Single,1,0,3,F,-0.32,424,98.08,1.0,-276.06,10,83862.28,855
945,Brianna Wilson,70+,Single,1,0,4,F,0.0,263,84.43,1.0,0.0,0,52937.33,627
946,Samantha Pierce,46-55,Single,1,0,7,F,-1.05,150,118.43,1.12,-225.15,9,25461.89,240
947,Catherine Stewart,46-55,Married,2,0,5,F,-0.17,478,131.23,1.13,-163.25,3,124147.03,1066
948,Gary Wilson,46-55,Married,2,0,5,M,-0.11,962,66.6,1.03,-270.71,7,164044.66,2525
949,Jerry Phillips,26-35,Single,1,0,4,M,-0.08,455,103.58,1.0,-64.11,2,78517.34,758
950,Shelly Johnson,36-45,Married,5,3,4,F,-0.28,284,90.85,1.11,-89.05,3,29345.69,359
951,Ashley Romero,46-55,Single,1,0,5,F,-0.46,715,115.26,1.0,-455.04,22,113989.02,989
952,Carl Wagner,46-55,Married,4,2,5,M,-0.52,519,99.34,1.01,-365.63,7,69540.68,709
953,Alison Stephens,46-55,Single,1,0,2,F,0.0,205,114.12,1.0,0.0,0,26817.69,236
954,Todd Romero,26-35,Married,4,2,5,M,-0.21,439,79.89,1.22,-130.62,8,49054.31,751
955,Lindsey George,46-55,Married,2,0,4,F,-2.96,340,105.35,1.07,-1497.65,48,53305.19,540
956,Jessica Fernandez,46-55,Single,1,0,1,F,0.0,484,79.5,1.0,0.0,0,66622.78,838
957,Ronald Wilson,26-35,Married,2,0,5,M,-0.06,1104,112.72,1.13,-142.48,3,249459.6,2498
958,Edward Pratt,36-45,Single,1,0,8,M,-0.1,1146,96.71,1.03,-159.75,3,153960.61,1645
959,Dylan Delgado,46-55,Single,1,0,5,M,-1.31,851,101.66,1.07,-2296.33,87,177907.36,1864
960,Alfred Mitchell,46-55,Married,2,0,7,M,0.0,107,113.54,1.05,0.0,0,17938.64,166
961,Rebecca Hensley,46-55,Married,5,3,6,F,-0.52,230,119.51,1.08,-188.73,8,43143.99,391
962,Wesley Chavez,26-35,Married,3,1,6,M,-0.68,585,102.02,1.09,-925.42,42,138740.74,1489
963,John Gordon,18-25,Single,1,0,4,M,-0.03,808,91.69,1.01,-53.43,2,141024.46,1547
964,Megan Pierce,46-55,Single,1,0,5,F,-0.28,785,114.83,1.07,-329.12,10,133207.0,1245
965,Joseph Moreno,18-25,Married,3,1,4,M,0.0,423,91.54,1.05,0.0,0,50162.64,578
966,Joel Turner,46-55,Married,4,2,2,M,-0.02,535,77.83,1.0,-17.81,1,68027.54,874
967,Keith Roberts,36-45,Single,1,0,5,M,-1.45,658,117.49,1.0,-1979.65,81,160022.32,1366
968,Lisa Sharp,36-45,Married,2,0,9,F,-0.7,265,116.98,1.0,-267.15,3,44685.72,382
969,Edward Evans,18-25,Married,3,1,6,M,0.0,446,96.53,1.03,0.0,0,63321.73,678
970,Ruth Casey,46-55,Married,2,0,4,F,-0.29,534,109.5,1.01,-226.18,8,86397.85,796
971,Paul Middleton,46-55,Married,5,3,6,M,-0.15,615,71.23,1.0,-160.3,9,75072.18,1057
972,Francisco Walters,46-55,Married,2,0,9,M,-0.66,92,65.98,1.28,-159.94,5,16099.53,313
973,Vincent Cruz,56-70,Married,2,0,4,M,-0.15,579,86.44,1.0,-142.48,6,82288.34,954
974,Sally Smith,46-55,Single,1,0,2,F,-1.11,269,83.45,1.04,-417.34,17,31377.25,391
975,Andrea Henson,36-45,Married,3,1,2,F,0.0,162,88.54,1.0,0.0,0,18594.09,210
976,John Olsen,36-45,Single,1,0,1,M,-0.26,328,94.06,1.0,-110.42,5,40163.5,427
977,Julia Taylor,46-55,Married,2,0,4,F,-0.94,585,76.19,1.0,-924.1,47,75273.91,988
978,Adam Baldwin,26-35,Married,4,2,7,M,-0.19,536,96.26,1.12,-217.88,11,108965.32,1263
979,Lisa Payne,46-55,Single,4,3,4,F,-0.05,529,135.55,1.0,-35.62,1,101118.3,746
980,Jason Frey,46-55,Married,3,1,6,M,0.0,436,123.73,1.01,0.0,0,72753.68,595
981,James Peters,36-45,Married,2,0,6,M,-0.21,638,132.82,1.06,-212.82,7,134674.89,1071
982,Jeffrey Calderon,46-55,Single,1,0,2,M,-0.04,294,66.9,1.0,-19.59,1,35054.54,524
983,Tracy Smith,56-70,Single,1,0,4,F,-0.37,513,119.64,1.0,-267.14,7,86617.84,724
984,Peter Nichols,56-70,Married,3,1,7,M,-0.02,295,76.3,1.0,-8.9,1,31204.91,409
985,Andrew White,36-45,Married,2,0,6,M,-0.38,242,110.93,1.04,-106.5,2,31505.18,296
986,April West,46-55,Married,2,0,4,F,-0.2,277,89.45,1.01,-71.24,2,31396.53,353
987,Ricky Joseph,26-35,Single,3,2,4,M,-0.11,628,96.59,1.0,-106.86,1,93404.46,971
988,Shawn Moore,46-55,Married,2,0,2,M,-0.06,431,75.25,1.01,-37.4,2,50944.65,684
989,Jenna Richardson,26-35,Married,2,0,2,F,-0.09,1057,112.57,1.08,-187.0,6,227385.4,2190
990,Stephanie Evans,18-25,Single,2,1,5,F,-0.02,296,49.34,1.0,-14.25,1,28173.59,573
991,David Beck,46-55,Married,3,1,1,M,-0.52,131,131.52,1.0,-71.24,1,18018.2,137
992,James Reynolds,36-45,Single,1,0,6,M,0.0,364,98.19,1.01,0.0,0,48703.68,500
993,Craig Mullins,46-55,Single,1,0,5,M,-0.03,555,133.25,1.06,-32.94,2,138842.33,1109
994,David Brown,46-55,Single,1,0,9,M,-0.09,899,137.28,1.06,-107.75,4,159521.57,1227
995,Steven Dougherty,36-45,Single,1,0,1,M,0.0,182,105.81,1.0,0.0,0,38619.32,365
996,Kevin Cantrell,26-35,Single,1,0,5,M,-0.74,121,80.94,1.05,-101.52,4,11169.86,145
997,Frank Lewis,36-45,Single,1,0,5,M,-0.16,687,104.89,1.0,-178.1,5,115377.83,1102
998,Jeffrey Thomas,36-45,Married,2,0,8,M,-0.25,702,115.09,1.0,-323.95,15,146623.77,1274
999,Karen Chavez,26-35,Single,1,0,3,F,-1.25,423,95.77,1.05,-828.45,31,63594.41,695
1000,Anne Fox,70+,Single,1,0,2,F,-0.15,179,127.97,1.08,-35.62,2,29946.05,252
1001,Raymond Paul,46-55,Married,2,0,4,M,-0.42,320,103.99,1.0,-170.07,9,41805.57,402
1002,Chase Duarte,46-55,Married,2,0,4,M,-0.22,351,94.02,1.02,-89.05,1,38924.4,424
1003,Jeremy Johnson,46-55,Single,1,0,5,M,-0.09,545,118.64,1.08,-89.05,2,111399.74,1012
1004,Amber Brown,46-55,Married,2,0,6,F,-0.07,1196,99.66,1.02,-129.42,6,180885.05,1855
1005,Raven Vega,26-35,Married,2,0,4,F,-0.09,913,75.32,1.0,-142.48,2,125099.06,1661
1006,Jennifer Jones,36-45,Married,2,0,7,F,-0.09,374,94.31,1.0,-35.62,1,39234.86,416
1007,Carol Reyes MD,36-45,Married,3,1,9,F,-0.03,917,108.3,1.0,-39.18,2,140360.3,1296
1008,Jo Price,36-45,Married,2,0,4,F,0.0,100,77.53,1.0,0.0,0,15428.28,199
1009,Alicia Austin,26-35,Single,2,1,4,F,-5.39,255,78.73,1.0,-1520.64,70,22200.82,282
1010,Angela Wong,46-55,Married,2,0,6,F,-1.15,112,119.18,1.0,-418.54,20,43263.49,363
1011,Deborah Martinez,46-55,Married,5,3,8,F,-0.42,1134,109.11,1.1,-1618.52,70,421369.11,4253
1012,Christina Shaffer,70+,Married,2,0,3,F,-0.15,617,108.23,1.0,-158.51,4,116780.7,1079
1013,Sara Johnson,18-25,Single,1,0,4,F,-0.42,193,105.15,1.0,-92.62,6,22922.56,219
1014,Daniel King,36-45,Single,1,0,3,M,0.0,512,96.65,1.0,0.0,0,90073.64,934
1015,Andrew Scott,36-45,Married,2,0,6,M,-3.2,405,112.93,1.1,-2135.95,102,75437.48,735
